,ada_b,gtree_b,knn,rf,svm
2,0.5225464190981433,0.5172413793103449,0.53315649867374,0.5543766578249337,0.583554376657825
3,0.48936170212765956,0.4946808510638298,0.5132978723404256,0.5372340425531915,0.5824468085106383
4,0.49333333333333335,0.512,0.47733333333333333,0.528,0.584
5,0.5133689839572193,0.5240641711229946,0.49732620320855614,0.516042780748663,0.5828877005347594
